Unnamed: 0,argument,sa_argument,hypothesis,is_fallacy 
2164,"""No one stops to process...No one appreciates the value"" is an example of",""" No one stops to process ... No one appreciates the value "" is an example of ",This argument is fallacious.,1
2165,"Everyone who is really into gaming already owns the latest video game. Don't be the only one left out!  Which logical fallacy is being used in the passage?",Everyone who is really into MSK<0> already owns the latest MSK<0> MSK<0> . Don't be the only one left out ! Which logical fallacy is being used in the passage ? ,This argument is fallacious.,1
2166,"""A 2005 Gallup Poll found that an estimated 25% of Americans over the age of 18 believe in astrology - or that the position of the stars and planets can affect people’s lives. This is roughly 75,000,000 people. Therefore, there must be some truth to astrology!""",""" A 2005 Gallup Poll found that an estimated MSK<3> % of Americans over the MSK<3> of MSK<3> believe in MSK<0> - or that the position of MSK<1> and planets can affect MSK<2> ’s lives . MSK<1> is roughly 75,000,000 MSK<2> . Therefore , there must be some truth to MSK<0> ! "" ",This argument is fallacious.,1
2167,"""Drivers in Richmond are terrible. Why does everyone in a big city drive like that?""",""" Drivers in Richmond are terrible . Why does everyone in a big city drive like that ? "" ",This argument is fallacious.,1
2168,"No people under the age of 66 are senior citizens. No senior citizens are children. Therefore, all people under the age of 66 are children.","No MSK<0> under MSK<1> are MSK<3> . No MSK<3> are MSK<4> . Therefore , all MSK<0> under MSK<1> are MSK<4> . ",This argument is fallacious.,1
2169,"""Why worry about pandas going extinct, when we have the homeless in our country to worry about?""",""" Why MSK<0> about pandas going extinct , when MSK<1> have the homeless in MSK<1> country to MSK<0> about ? "" ",This argument is fallacious.,1
2170,"The fallacy of equivocation occurs when a key term or phrase in an argument is used in an ambiguous way, with one meaning in one portion of the argument and then another meaning in another portion of the argument.","The fallacy of equivocation occurs when a key term or phrase in coref1 is used in an ambiguous way , with one MSK<0> in MSK<1> and then another MSK<0> in MSK<1> . ",This argument is fallacious.,1
2171,"Everyone in our family has gone to the University of Tennessee, so you need to apply to UT.","Everyone in our family has gone to the University of Tennessee , so you need to apply to UT . ",This argument is fallacious.,1
2172,"Schools are like families; therefore teachers (like parents) should be allowed to discipline their students. Which logical fallacy is represented here?",Schools are MSK<0> families ; therefore teachers ( MSK<0> MSK<1> ) should be allowed to discipline MSK<1> students . Which logical fallacy is represented here ? ,This argument is fallacious.,1
2173,Recent auto accidents in your neighborhood have led you to propose to the city council that the speed limit along Main Street be reduced to calm the traffic flow. Opponents complain that reducing speed limits all over town is counterproductive and an unnecessary burden on drivers.,Recent auto accidents in MSK<0> neighborhood have led MSK<0> to propose to the city council that the MSK<2> along Main Street be MSK<3> to calm the traffic flow . Opponents complain that MSK<3> MSK<2> all over town is counterproductive and an unnecessary burden on drivers . ,This argument is fallacious.,1
2174,"Whatever happens by chance should be punished, because whatever happens by chance is a departure from law and all departures from law should be punished.  Identify the logical fallacy commited in this argument.","Whatever MSK<0> by MSK<1> should be MSK<2> , because whatever MSK<0> by MSK<1> is a MSK<3> from MSK<4> and all MSK<3> from MSK<4> should be MSK<2> . Identify the logical fallacy commited in this argument . ",This argument is fallacious.,1
2175,"""The art teacher spoke in the trial as a witness in support of testing perfumes on animals, and he persuaded me.""",""" MSK<0> spoke in the trial as a witness in support of testing perfumes on animals , and MSK<0> persuaded me . "" ",This argument is fallacious.,1
2176,"P1. A sedentary lifestyle contributes to obesity. P2. People have become more sedentary in the last few decades. C. Therefore, the rise in obesity can be fixed by people getting more exercise.","MSK<3> . A MSK<0> lifestyle contributes to MSK<1> . MSK<3> . MSK<2> have become more MSK<0> in the last few decades . C. Therefore , the rise in MSK<1> can be fixed by MSK<2> getting more exercise . ",This argument is fallacious.,1
2177,Executions are moral because we must have a death penalty to discourage violent crime.,Executions are moral because we must have a death penalty to discourage violent crime . ,This argument is fallacious.,1
2178,"Everyone knows that Japanese DVD players are the best. After all, the outsell American players two-to-one.","Everyone knows that Japanese DVD MSK<0> are the best . After all , the outsell American MSK<0> two - to - one . ",This argument is fallacious.,1
2179,"Jimmy has a fever, sinus congestion, a cough, and can’t come to school, so he probably has a test later today.","MSK<0> has a fever , sinus congestion , a cough , and ca n’t come to school , so MSK<0> probably has a test later today . ",This argument is fallacious.,1
2180,"Lily says the sun is fully risen at 5:00am, but how would she know she sleeps in until noon.  (love you lily all jokes all jokes)","MSK<0> says the sun is fully risen at 5:00 am , but how would MSK<0> know MSK<0> sleeps in until noon . ( love you MSK<0> all MSK<1> all MSK<1> ) ",This argument is fallacious.,1
2181,"Dr. Fauci says we need to wear masks, but Dr. Fauci is the oldest, meanest doctor around. I’m sure what he says isn’t true at all.","MSK<0> says we need to wear masks , but MSK<0> is the oldest , meanest doctor around . MSK<0> ’m sure what MSK<0> says is n’t true at all . ",This argument is fallacious.,1
2182,"You should drive on the right side of the road because that is what the law says, and the law is the law.","You should drive on the right side of the road because that is what MSK<0> says , and MSK<0> is MSK<0> . ",This argument is fallacious.,1
2183,"""You shouldn't go to 'Vomito' I went once and the food was awful."" is",""" You shouldn't go to ' Vomito ' I went once and the food was awful . "" is ",This argument is fallacious.,1
2184,"Buddy Burger has the greatest food in town.  Buddy Burger was voted #1 by the local paper.  Therefore, Phil, the owner of Buddy Burger, should run for president of the United States.","MSK<0> has the greatest food in town . MSK<0> was voted # 1 by the local paper . Therefore , Phil , the owner of MSK<0> , should run for president of the United States . ",This argument is fallacious.,1
2185,"Robert Downey Jr. thinks everyone should vote. However, Robert Downey Jr. once went to prison for drug use. So, he's obviously wrong.","MSK<0> thinks everyone should vote . However , MSK<0> once went to prison for drug use . So , MSK<0> 's obviously wrong . ",This argument is fallacious.,1
2186,Let's talk about Glaucon. Where did you get the poison you used on him?,Let 's talk about MSK<0> . Where did MSK<1> get the poison MSK<1> used on MSK<0> ? ,This argument is fallacious.,1
2187,"""The only solutions I can see to climate change is either mass extinction of humans, or passing this green bill.""",""" The only solutions I can see to climate change is either mass extinction of humans , or passing this green bill . "" ",This argument is fallacious.,1
2188,"No kangaroos are MMA fighters. Some MMA fighters are not Mormons. Therefore, some Mormons are not kangaroos.","No MSK<0> are MSK<2> . Some MSK<2> are not MSK<3> . Therefore , some MSK<3> are not MSK<0> . ",This argument is fallacious.,1
2189,People who have to have a cup of coffee every morning before they can function have no less a problem than alcoholics who have to have their alcohol each day to sustain them.,MSK<0> have no less a problem than MSK<1> who have to have MSK<0> MSK<1> each day to sustain MSK<0> . ,This argument is fallacious.,1
2190,"The use of laptops and other devices to replace books in the classroom would eventually lead to the downfall of printing and publishing companies, causing many people to be laid off from their jobs. As such, schools should stick to using printed books as study materials.","The MSK<0> of laptops and other devices to replace MSK<1> in the classroom would eventually lead to the downfall of MSK<3> and publishing companies , causing MSK<2> to be laid off from MSK<2> jobs . As such , schools should stick to MSK<0> MSK<3> MSK<1> as study materials . ",This argument is fallacious.,1
2191,"Everybody know that staying out in the rain can make you sick. Which logical fallacy is represented here?",Everybody know that staying out in the rain can make you sick . Which logical fallacy is represented here ? ,This argument is fallacious.,1
2192,"""Historically, up until the late 16th century, most people believed that the Earth was the center of the universe. Today we understand this is not true,"" is an example of what fallacy?",""" Historically , up until the late 16th century , most people believed that the Earth was the center of the universe . Today we understand this is not true , "" is an example of what fallacy ? ",This argument is fallacious.,1
2193,"James, the company you work for just filed for bankruptcy! How can I trust you with our money?","James , the company MSK<0> work for just filed for bankruptcy ! How can I trust MSK<0> with our money ? ",This argument is fallacious.,1
2194,All required university courses are boring.,All required university courses are boring . ,This argument is fallacious.,1
2195,God exists. How do you know? Because it says so in the Bible.,God exists . How do you know ? Because it says so in the Bible . ,This argument is fallacious.,1
2196,"""Either we re-elect Mayor Ruiz, or we watch our city fall to pieces"" is an example of",""" Either MSK<0> re-elect Mayor Ruiz , or MSK<0> watch MSK<0> city fall to pieces "" is an example of ",This argument is fallacious.,1
2197,"Charlie: Fast food is filled with salt, fat, and added sugars.  We need better regulation of the industry. Bob: That may be, but you're sure a hypocrite!  I saw you devour a Triple-Baconator, super-sized fries, and 64 ounces of soda yesterday.","Charlie : Fast food is filled with salt , fat , and added sugars . We need better regulation of the industry . MSK<0> : That may be , but MSK<0> 're sure a hypocrite ! MSK<0> saw MSK<0> devour a Triple - Baconator , super-sized fries , and 64 ounces of soda yesterday . ",This argument is fallacious.,1
2198,What is the appeal being used through this sad little girl?,What is the appeal being used through this sad little girl ? ,This argument is fallacious.,1
2199,"""My opponent raises a really good point, but can we really trust him? He moved to this town three years ago and everyone knows his wife left him.",""" MSK<0> raises a really good point , but can we really trust MSK<0> ? MSK<0> moved to this town three years ago and everyone knows MSK<0> wife left MSK<0> . ",This argument is fallacious.,1
2200,"Sebastian saw that several of his friends had bought a new fidget spinner. He realized it must be a very cool gadget if they had one, and everyone else probably did, too. What fallacy did Sebastian fall into?","MSK<0> saw that several of MSK<0> friends had bought MSK<1> . MSK<0> realized MSK<1> must be a very cool gadget if they had one , and everyone else probably did , too . What fallacy did MSK<0> fall into ? ",This argument is fallacious.,1
2201,"I know I missed assignments, but if you fail me, I will lose my financial aid and have to drop out.","MSK<0> know MSK<0> missed assignments , but if you fail MSK<0> , MSK<0> will lose MSK<0> financial aid and have to drop out . ",This argument is fallacious.,1
2202,"If you get in a car wreck, and the fault of the wreck is a teenage boy at ECR, believing all teenage boys at ECR are bad drivers is an example of:","If you get in MSK<0> , and the fault of MSK<0> is a MSK<2> at MSK<3> , believing all MSK<2> at MSK<3> are bad drivers is an example of : ",This argument is fallacious.,1
2203,"the phrase ""Ninety percent of all people surveyed said that McDonalds is better than Burger King so it must be true."" represents which fallacy?","the phrase "" Ninety percent of all people surveyed said that MSK<0> is better than Burger King so MSK<0> must be true . "" represents which fallacy ? ",This argument is fallacious.,1
2204,“The Senator thinks we can solve all our ecological problems by driving a Prius.”,MSK<1> The Senator thinks MSK<0> can solve all MSK<0> ecological problems by driving a Prius . MSK<1> ,This argument is fallacious.,1
2205,Grizzly bears can't be dangerous! They're too cute.,MSK<0> bears can't be dangerous ! MSK<0> 're too cute . ,This argument is fallacious.,1
2206,"My friend swears the mechanic at that shop overcharged her last week and after looking at her invoice it seems she’s right. So don’t take your business there, as you’ll definitely get ripped off.","MSK<0> swears the mechanic at that shop overcharged MSK<0> last week and after looking at MSK<0> invoice it seems MSK<0> ’s right . So do n’t take MSK<1> business there , as MSK<1> ’ll definitely get ripped off . ",This argument is fallacious.,1
2207,"Asking students to sit in the same class for 2 hours is like asking them to wander the desert alone, with no water, for a week.","MSK<0> to sit in the same class for 2 hours is like asking MSK<0> to wander the desert alone , with no water , for a week . ",This argument is fallacious.,1
2208,"My roommate said her philosophy class was difficult, and the one I’m in is difficult, too. All philosophy classes must be hard.","MSK<0> roommate said her MSK<2> was MSK<3> , and the one MSK<0> ’m in is MSK<3> , too . All MSK<2> must be hard . ",This argument is fallacious.,1
2209,It is an example of,It is an example of ,This argument is fallacious.,1
2210,The Bible is filled with stories of God's magic.,The Bible is filled with stories of God 's magic . ,This argument is fallacious.,1
2211,"Pizza has ingredients from all the food groups. Therefore, pizza must be healthy.","MSK<0> has ingredients from all the food groups . Therefore , MSK<0> must be healthy . ",This argument is fallacious.,1
2212,McDonald's Hamburgers: over 99 billion served.,McDonald 's Hamburgers : over 99 billion served . ,This argument is fallacious.,1
2213,"Mom, I know you're upset that I went over my cell limit this month. The important issue here, though, is that I got an A on my algebra exam.","Mom , MSK<0> know you 're upset that MSK<0> went over MSK<0> cell limit this month . The important issue here , though , is that MSK<0> got an A on MSK<0> algebra exam . ",This argument is fallacious.,1
2214,"An environmental group illegally blocked loggers and workers at a nuclear plant. Therefore, environmentalists are radicals who take the law into their own hands.","An environmental group illegally blocked loggers and workers at a nuclear plant . Therefore , MSK<0> are radicals who take the law into MSK<0> own hands . ",This argument is fallacious.,1
2215,"Look, you are going to have to make up your mind. Either you decide that you can afford this stereo, or you decide you are going to do without music for a while","Look , MSK<0> are going to have to make up MSK<0> mind . Either MSK<0> MSK<1> that MSK<0> can afford this stereo , or MSK<0> MSK<1> MSK<0> are going to do without music for a while ",This argument is fallacious.,1
2216,Either you love me or you hate me.,Either MSK<0> love MSK<1> or MSK<0> hate MSK<1> . ,This argument is fallacious.,1
2217,"Service Tech: Your car could use some new tires. Bart: You have a financial interest in selling me tires, why should I trust you? Service Tech: You brought your car to me to have it checked, sir. Bart: I brought my car to the shop where you work. Service Tech: So should we forget about the new tires for now? Bart: I never suggested that.  Are you trying to use reverse psychology on me, so I will buy the tires? ","MSK<1> : MSK<2> could MSK<3> MSK<4> . MSK<5> : MSK<6> have a financial interest in MSK<9> MSK<7> tires , why should MSK<7> trust MSK<6> ? MSK<1> : MSK<6> MSK<8> MSK<2> to MSK<7> to have MSK<2> checked , sir . MSK<5> : MSK<7> MSK<8> MSK<7> to the shop where MSK<6> work . MSK<1> : So should we forget about MSK<4> for now ? MSK<5> : MSK<7> never suggested that . Are MSK<6> trying to MSK<3> reverse psychology on MSK<7> , so MSK<7> will MSK<9> MSK<4> ? ",This argument is fallacious.,1
2218,Marcus wants to go to a small community college close to home because all of his friends are there.,MSK<0> wants to go to a small community college close to home because all of MSK<0> friends are there . ,This argument is fallacious.,1
2219,The thing about the new math teacher (who is an excellent teacher) is that he/she really stands out because he/she has good teaching skills.,The thing about the new math MSK<1> ( who is MSK<0> ) is that MSK<0> / MSK<0> really stands out because MSK<0> / MSK<0> has good MSK<1> skills . ,This argument is fallacious.,1
2220,"Smoking cigarettes is just like ingesting arsenic into your system; both have been shown to be causally related to death. If you wouldn't want to take a spoonful of arsenic, I would think that you wouldn't want to continue smoking.","MSK<3> MSK<3> is just like ingesting MSK<0> into MSK<1> system ; both have been shown to be causally related to death . If MSK<1> wouldn't MSK<2> to take a spoonful of MSK<0> , I would think that MSK<1> wouldn't MSK<2> to continue MSK<3> . ",This argument is fallacious.,1
2221,"""The dinosaurs became extinct because they ate vegetables..."" is an example of what?",""" MSK<0> became extinct because MSK<0> ate vegetables ... "" is an example of what ? ",This argument is fallacious.,1
2222,Of course that doctor advocates vaccination—he probably owns stock in a pharmaceutical company.,Of course that doctor advocates vaccination — he probably owns stock in a pharmaceutical company . ,This argument is fallacious.,1
2223,SM 2: book being popular because it has been on the best-seller list for months,SM 2 : MSK<0> being popular because MSK<0> has been on the best - seller list for months ,This argument is fallacious.,1
2224,"""Yes, we have safety issues in our factory. But we work really hard to make a good product.""",""" Yes , MSK<0> have safety issues in MSK<0> factory . But MSK<0> work really hard to make a good product . "" ",This argument is fallacious.,1
2225,Guns are like hammers--they're both tools with metal parts that could be used to kill someone. And yet it would be ridiculous to restrict the purchase of hammers--so restrictions on purchasing guns are equally ridiculous.,MSK<0> are like MSK<2> MSK<0> 're both tools with metal parts that could be used to kill someone . And yet it would be MSK<3> to MSK<5> the MSK<4> of MSK<2> so MSK<5> on MSK<4> guns are equally MSK<3> . ,This argument is fallacious.,1
2226,"""I have a right to free speech so I can say what I want and you shouldn't try to stop me. """,""" MSK<0> have a right to free speech so MSK<0> can say what MSK<0> want and you shouldn't try to stop MSK<0> . "" ",This argument is fallacious.,1
2227,You didn't remember to take out the trash this morning. It will pile up and the neighbors will complain and the health inspectors will come and take away the kids.,You didn't remember to take out the trash this morning . It will pile up and the neighbors will complain and the health inspectors will come and take away the kids . ,This argument is fallacious.,1
2228,If you were a true American you would support the rights of people to choose whatever vehicle they want.,If MSK<0> were a true American MSK<0> would support the rights of MSK<1> to choose whatever vehicle MSK<1> want . ,This argument is fallacious.,1
2229,"David: Can you believe that the president said, ""fat people are losers""? Sam: Where did you hear this? David: I read it in a headline on BrightBert News. Sam: He actually said, ""People who say, 'fat people are losers' are not only cruel, but they are also wrong as well as being irrational."" ","MSK<0> : Can MSK<0> believe that the president said , "" fat MSK<1> are MSK<2> "" ? MSK<3> : Where did MSK<0> hear MSK<4> ? MSK<0> : MSK<0> read MSK<4> in a headline on BrightBert News . MSK<3> : MSK<3> actually said , "" MSK<1> who say , ' MSK<5> are MSK<2> ' are not only cruel , but MSK<5> are also wrong as well as being irrational . "" ",This argument is fallacious.,1
2230,"If you eat a good diet, you will never have a heart attack.","If MSK<0> eat a good diet , MSK<0> will never have a heart attack . ",This argument is fallacious.,1
2231,"""With 80% of consumers choosing our product, isn't obvious that you should, too?"" This logical fallacy is called...",""" With 80 % of consumers choosing our product , isn't obvious that you should , too ? "" This logical fallacy is called ... ",This argument is fallacious.,1
2232,"When your mom gets your phone bill and you have gone over the data limit, you begin to distract her by talking about how well you did on a test today knowing she has offered to extend your data limit if you make good grades. This is an example of which logical fallacy?","When MSK<0> gets MSK<1> phone bill and MSK<1> have gone over the MSK<3> , MSK<1> begin to distract MSK<4> by talking about how well MSK<1> did on a test today knowing MSK<4> has offered to extend MSK<1> MSK<3> if MSK<1> make good grades . MSK<0> is an example of which logical fallacy ? ",This argument is fallacious.,1
2233,"Some students failed a test last week and they all had cell phones.  Having cell phones, therefore, made them fail.","MSK<0> MSK<1> a test last week and MSK<0> had MSK<3> . Having MSK<3> , therefore , made MSK<0> MSK<1> . ",This argument is fallacious.,1
2234,"All professional athletes use Apple watches to track their training, so our team needs to purchase Apple watches for everyone.","MSK<0> use MSK<1> MSK<2> to track MSK<0> training , so MSK<1> team needs to purchase MSK<1> MSK<2> for everyone . ",This argument is fallacious.,1
2235,"""The university committee for student discipline investigated all engineering tests for the past five years, and they found no evidence of cheating. We thus declare that no cheating has taken place during those five years.""",""" The university committee for student discipline investigated MSK<0> for MSK<1> , and MSK<0> found no evidence of MSK<2> . We thus declare that no MSK<2> has taken place during MSK<1> . "" ",This argument is fallacious.,1
2236,People who are psychotic act in a bizarre manner. This person acts in a bizarre manner. Therefore: This person is psychotic.,People who are MSK<0> MSK<1> in a MSK<3> . MSK<4> MSK<1> in a MSK<3> . Therefore : MSK<4> is MSK<0> . ,This argument is fallacious.,1
2237,"Reporter: “It’s been two years since your policies were implemented, and so far they have failed to reduce unemployment rates.”  Politician: “I have been working hard ever since I came into office, and I’m happy to say that I met with many business leaders throughout the country, who all say that they are glad to see that our hard work is paying off.”","Reporter : MSK<0> It ’s been two years since MSK<1> were implemented , and so far MSK<1> have failed to reduce unemployment rates . MSK<0> Politician : MSK<0> MSK<2> have been MSK<3> MSK<4> ever since MSK<2> came into office , and MSK<2> ’m happy to say that MSK<2> met with many business leaders throughout the country , who MSK<1> say that MSK<1> are glad to see that our MSK<4> MSK<3> is paying off . MSK<0> ",This argument is fallacious.,1
2238,"Representative Gutierrez of Illinois, arguing in Congress on July 11, 1996, replying to Republicans arguing in favor of the ""Defense of Marriage Act"", a bill stipulating that 'marriage' be defined as being between a man and a woman only, excluding homosexual marriages: ""I now realize that my friends on the other side of the aisle aren't the least bit serious when they talk about how important it is for the federal government not to interfere in the lives of our people. I understand that they are just kidding - just teasing us - when they stress the importance of taking power out of Washington and giving it to local officials. And now I know that their biggest joke of all is that old line about family values - all that talk about encouraging people to care about and be committed to each other.""","Representative Gutierrez of Illinois , MSK<0> in MSK<1> on July 11 , 1996 , replying to Republicans MSK<0> in favor of the "" Defense of MSK<2> Act "" , a bill stipulating that ' MSK<2> ' be defined as being between a man and a woman only , excluding homosexual MSK<2> : "" MSK<3> now realize that MSK<4> aren't the least bit serious when MSK<4> MSK<5> about how important it is for the federal government not to interfere in the lives of MSK<1> MSK<6> . MSK<3> understand that MSK<4> are just kidding - just teasing us - when MSK<4> stress MSK<7> and giving MSK<7> to local officials . And now MSK<3> know that MSK<4> biggest joke of all is that old line about family values - all that MSK<5> about encouraging MSK<6> to care about and be committed to each other . "" ",This argument is fallacious.,1
2239,"Well, every one else jumped off the roof, why can't I?","Well , every one else jumped off the roof , why can't I ? ",This argument is fallacious.,1
2240,"Trump cites (biased) poll results showing that people think he’s a strong leader to prove a point that he is a strong leader.  ABC News/Washington Post Poll (wrong big on election) said almost all stand by their vote on me & 53% said strong leader.",MSK<0> cites ( biased ) MSK<1> results showing that people think MSK<0> ’s a MSK<3> to prove a point that MSK<0> is a MSK<3> . ABC News / Washington Post MSK<1> ( wrong big on election ) said MSK<4> stand by MSK<4> vote on me & 53 % said MSK<3> . ,This argument is fallacious.,1
2241,"This crash will likely damage the reputation of Malaysia Airlines, which will hurt the tourism industry of Malaysia and ruin their economy.","This crash will likely damage the reputation of MSK<0> Airlines , which will hurt the tourism industry of MSK<0> and ruin their economy . ",This argument is fallacious.,1
2242,"Green Peace's strategies aren't effective because they are all dirty, lazy hippies.","MSK<0> aren't effective because MSK<0> are all dirty , lazy hippies . ",This argument is fallacious.,1
2243,"In both of the murder mysteries I have read, the District Attorney was the culprit. All mystery writers like to make lawyers out to be villains.","In both of the murder MSK<0> I have read , the District MSK<1> was the culprit . All MSK<0> writers like to make MSK<1> out to be villains . ",This argument is fallacious.,1
2244,"Mayor Jones’ anti-DUI campaign should not be taken seriously. After all, the mayor himself was cited for driving under the influence in college","MSK<0> Jones ’ anti-DUI campaign should not be taken seriously . After all , the MSK<0> himself was cited for driving under the influence in college ",This argument is fallacious.,1
2245,A man who has cheated on his spouse is confronted by a friend who tells him that it is wrong. The man begins to talk about right versus wrong and who decides.,MSK<0> is confronted by a friend who tells MSK<0> that it is MSK<1> . MSK<0> begins to talk about right versus MSK<1> and who decides . ,This argument is fallacious.,1
2246,"Bill and Jill are arguing about cleaning out their closets: Jill: ""We should clean out the closets. They are getting a bit messy."" Bill: ""Why, we just went through those closets last year. Do we have to clean them out everyday?"" Jill: ""I never said anything about cleaning them out every day. You just want too keep all your junk forever, which is just ridiculous.""","MSK<0> are arguing about MSK<1> out MSK<2> : MSK<3> : "" MSK<0> should MSK<1> out MSK<2> . MSK<0> are getting a bit messy . "" Bill : "" Why , MSK<0> just went through MSK<2> last year . Do MSK<0> have to MSK<1> MSK<2> out everyday ? "" MSK<3> : "" I never said anything about MSK<1> MSK<2> out every day . MSK<4> just want too keep all MSK<4> junk forever , which is just ridiculous . "" ",This argument is fallacious.,1
2247,"Jeff's mom is concerned when she finds out that he skipped class one day. She tells him that she is concerned that since he skipped one class, he will start skipping more frequently. Then he will drop out altogether, never graduate or get into college, and end up unemployed and living at home for the rest of his life. What type of fallacy has Jeff's mom committed?","MSK<0> is MSK<1> when MSK<2> finds out that MSK<0> MSK<3> MSK<4> one day . MSK<2> tells MSK<0> that MSK<2> is MSK<1> that since MSK<0> MSK<3> one MSK<4> , MSK<0> will start MSK<3> more frequently . Then MSK<0> will drop out altogether , never graduate or get into college , and end up unemployed and living at home for the rest of MSK<0> life . What type of fallacy has MSK<0> committed ? ",This argument is fallacious.,1
2248,"Red had come up six times in a row on the roulette wheel, so Greg knew that it was close to certain that black would be next up. Suffering an economic form of natural selection with this thinking, he soon lost all of his savings.","MSK<0> had come up six times in a row on the roulette wheel , so MSK<1> knew that MSK<0> was close to certain that black would be next up . Suffering an economic form of natural selection with this thinking , MSK<1> soon lost all of MSK<1> savings . ",This argument is fallacious.,1
2249,"""Once you leave the house, you cannot go back. You will not receive any financial support so you need to stop going to school. Your credit card will be cut so you need to work. You will live on your own.""",""" Once MSK<0> leave the house , MSK<0> can not go back . MSK<0> will not receive any financial support so MSK<0> MSK<1> to stop going to school . MSK<0> credit card will be cut so MSK<0> MSK<1> to work . MSK<0> will live on MSK<0> own . "" ",This argument is fallacious.,1
2250,"Person 1: If you are a Marvel fan then you love Avengers: Endgame. Person 2: I am a Marvel fan and I did not love Avengers: Endgame. Person 1: Well you aren’t a TRUE Marvel fan.”",MSK<1> : If MSK<2> are a MSK<4> then MSK<2> MSK<6> : MSK<7> . MSK<1> : MSK<8> am a MSK<4> and MSK<8> did not MSK<6> : MSK<7> . MSK<1> : Well MSK<2> are n’t a TRUE MSK<4> . ” ,This argument is fallacious.,1
2251,This has to work so it will work.,MSK<0> has to MSK<1> so MSK<0> will MSK<1> . ,This argument is fallacious.,1
2252,"P1. Smoking has been empirically proven to cause lung cancer. C. Therefore, if we eradicate smoking, we will eradicate lung cancer.","P1 . MSK<0> has been empirically proven to cause MSK<2> . C. Therefore , if MSK<3> MSK<4> MSK<0> , MSK<3> will MSK<4> MSK<2> . ",This argument is fallacious.,1
2253,"""Either we have the full football season or we scrap it altogether and have zero football"" IS an example of what fallacy?",""" Either MSK<0> have MSK<1> or MSK<0> scrap MSK<1> altogether and have zero football "" IS an example of what fallacy ? ",This argument is fallacious.,1
2254,Robot 2 (Blue) has been refuting all of Robot 1's (Orange) arguments. Robot 1 launches the above counterargument. What is this fallacy?,MSK<0> ( Blue ) has been refuting all of Robot 1 's ( Orange ) arguments . MSK<0> launches the above counterargument . What is this fallacy ? ,This argument is fallacious.,1
2255,"Sure, that charity group is under investigation for misusing funds, but everyone deserves a healthy meal.","Sure , that charity group is under investigation for misusing funds , but everyone deserves a healthy meal . ",This argument is fallacious.,1
2256,"A shopkeeper suspects you of stealing and asks you to empty your pockets. The first thing you take out is an empty gum wrapper and they immediately shout, “I knew it!” What fallacy has the shopkeeper committed?","MSK<0> suspects MSK<1> of stealing and asks MSK<1> to empty MSK<1> pockets . The first thing MSK<1> take out is MSK<2> and they immediately shout , MSK<3> I knew MSK<2> ! MSK<3> What fallacy has MSK<0> committed ? ",This argument is fallacious.,1
2257,The United States is the wealthiest nation in the world. So every American is wealthy.,The United States is the MSK<0> nation in the world . So every American is MSK<0> . ,This argument is fallacious.,1
2258,Jack threw up because he ate Hot Cheetos.,MSK<0> threw up because MSK<0> ate Hot Cheetos . ,This argument is fallacious.,1
2259,Did John ever give up his bad habits?,Did MSK<0> ever give up MSK<0> bad habits ? ,This argument is fallacious.,1
2260,I passed my math test after going out to the movies the night before. I should go to the movies the night before every math test!,MSK<0> passed MSK<0> MSK<2> after going out to MSK<4> . MSK<0> should go to MSK<4> before every MSK<2> ! ,This argument is fallacious.,1
2261,"""It's important for you to take this psychology course. Sign up today. Don't wait.""",""" It 's important for you to take this psychology course . Sign up today . Don't wait . "" ",This argument is fallacious.,1
2262,"""My opponent suggests that lowering taxes will be a good idea, this is coming from a woman to eats a pint of Ben and Jerry's each night!""",""" MSK<0> suggests that lowering taxes will be a good idea , MSK<0> is coming from a woman to eats a pint of Ben and Jerry 's each night ! "" ",This argument is fallacious.,1
2263,"Before women got the vote, there were no nuclear weapons","Before women got the vote , there were no nuclear weapons ",This argument is fallacious.,1
2264,"a connection between two ideas that doesn't always mean that one causes the other (correlation vs. causation)  una conexión entre dos ideas que no siempre significa que una causa la otra (correlación vs. causación)",a connection between two MSK<0> that doesn't always mean that one causes the other ( correlation MSK<1> causation ) MSK<2> conexión entre dos MSK<0> MSK<3> no siempre significa MSK<3> MSK<2> MSK<4> la otra ( correlación MSK<1> MSK<4> ) ,This argument is fallacious.,1
2265,"My best friend says you’re a liar, so I’m not going to talk to you.","MSK<0> best friend says MSK<1> ’re a liar , so MSK<0> ’m not going to talk to MSK<1> . ",This argument is fallacious.,1
2266,Maria drives a car. She must be wealthy.,MSK<0> drives a car . MSK<0> must be wealthy . ,This argument is fallacious.,1
2267,"1. All the schools in the area had to kept closed for most part of the week. 2. Many parents have withdrawn their children from the local schools.",MSK<2> . All the MSK<0> in the area had to kept closed for most part of the week . MSK<2> . MSK<1> have withdrawn MSK<1> children from the local MSK<0> . ,This argument is fallacious.,1
2268,What type of persuasive writing is used to influence readers’ feelings (pathos)?,What type of persuasive writing is used to influence readers ’ feelings ( pathos ) ? ,This argument is fallacious.,1
2269,We should prohibit all cadets from assisting on emergency services missions. Some cadets are so immature they won’t ever stop goofing around.,We should prohibit all cadets from assisting on emergency services missions . MSK<0> are so immature MSK<0> wo n’t ever stop goofing around . ,This argument is fallacious.,1
